dataset_name,column_name,count,mean,median,std_dev,min,q1,q3,max,iqr,coefficient_of_variation
NFHS_5_FACTSHEETS,CHILDREN_UNDER_5_YEARS_WHO_ARE_SEVERELY_WASTED_WEIGHT_FOR_HEIGHT_19,110,6.7085,6.825,2.2009,2.34,4.745,8.37,11.91,3.625,0.3281
NFHS_5_FACTSHEETS,CHILDREN_UNDER_5_YEARS_WHO_ARE_UNDERWEIGHT_WEIGHT_FOR_AGE_18,110,25.5157,25.61,8.0946,9.04,20.0075,32.0375,43.52,12.03,0.3172
NFHS_5_FACTSHEETS,CHILDREN_UNDER_5_YEARS_WHO_ARE_OVERWEIGHT_WEIGHT_FOR_HEIGHT_20,110,4.994,4.0,2.9682,1.21,3.165,5.465,17.01,2.3,0.5943
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_WHOSE_BODY_MASS_INDEX_BMI_IS_BELOW_NORMAL_BMI_18_5_KG_M2_21,110,14.1595,13.36,6.4197,3.65,9.7425,18.1275,30.85,8.385,0.4534
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHOSE_BODY_MASS_INDEX_BMI_IS_BELOW_NORMAL_BMI_18_5_KG_M2,110,11.9268,12.605,5.9969,-14.11,7.9925,16.205,24.66,8.2125,0.5028
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_WHO_ARE_OVERWEIGHT_OR_OBESE_BMI_25_0_KG_M2_21,110,28.5027,29.285,10.0027,8.61,20.77,36.21,47.62,15.44,0.3509
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_OVERWEIGHT_OR_OBESE_BMI_25_0_KG_M2,110,26.788,28.225,13.0326,-43.68,19.96,34.3075,50.58,14.3475,0.4865
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_85,110,61.0642,61.685,11.7266,38.56,52.5925,68.4175,89.18,15.825,0.192
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_90,110,47.1286,49.415,16.5364,-44.22,41.41,56.75,70.36,15.34,0.3509
NFHS_5_FACTSHEETS,CHILDREN_AGE_6_59_MONTHS_WHO_ARE_ANAEMIC_11_0_G_DL_22,110,61.9876,65.28,12.185,33.32,54.8125,69.9375,95.05,15.125,0.1966
NFHS_5_FACTSHEETS,NON_PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_12_0_G_DL_22,110,54.057,55.97,13.4187,24.05,46.165,61.9675,94.3,15.8025,0.2482
NFHS_5_FACTSHEETS,PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_11_0_G_DL_22,101,38.03,45.73,31.4844,-67.52,35.44,54.64,80.84,19.2,0.8279
NFHS_5_FACTSHEETS,ALL_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC22,111,52.7395,55.74,17.3262,-64.0,44.855,61.465,93.53,16.61,0.3285
NFHS_5_FACTSHEETS,ALL_WOMEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC22,110,54.0109,57.7,18.8717,-53.02,45.9225,63.5625,97.82,17.64,0.3494
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,110,21.6184,20.31,13.1038,-20.24,15.36,27.05,76.41,11.69,0.6061
NFHS_5_FACTSHEETS,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,97,20.687,26.72,25.0074,-95.81,21.35,32.98,60.05,11.63,1.2088
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,110,6.1155,6.065,1.7756,-3.45,5.24,7.225,9.68,1.985,0.2903
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,111,6.3859,6.25,3.3781,-13.79,4.54,8.01,13.24,3.47,0.529
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,111,13.8057,13.6,5.325,-17.24,10.49,17.43,24.83,6.94,0.3857
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,111,7.2099,7.01,2.1975,-8.0,6.36,8.37,11.19,2.01,0.3048
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,111,7.2774,7.0,3.134,-8.0,5.54,8.85,14.05,3.31,0.4307
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,111,15.8231,15.66,5.4052,-16.0,13.25,18.415,27.41,5.165,0.3416
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,111,12.5943,12.94,3.9526,-20.0,11.43,14.355,19.53,2.925,0.3138
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,111,5.2038,5.2,2.091,-6.67,4.17,6.205,12.43,2.035,0.4018
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,111,22.0611,22.45,6.7093,-30.0,19.925,24.925,35.8,5.0,0.3041
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,111,16.5365,16.76,5.0485,-19.23,13.99,19.145,25.19,5.155,0.3053
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,111,6.1563,5.97,3.1483,-15.38,4.72,7.525,15.2,2.805,0.5114
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,111,25.8015,25.93,8.3439,-34.62,21.26,30.46,43.06,9.2,0.3234
NFHS_5_FACTSHEETS,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_SCREENING_TEST_FOR_CERVICAL_CANCER,110,1.7745,0.845,2.3315,0.0,0.4625,2.215,12.64,1.7525,1.3138
NFHS_5_FACTSHEETS,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_BREAST_EXAMINATION_FOR_BREAST_CANCER,110,0.8244,0.35,1.2031,0.0,0.195,0.8175,5.92,0.6225,1.4594
NFHS_5_FACTSHEETS,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,110,1.0446,0.44,1.9649,0.0,0.26,0.91,10.18,0.65,1.881
NFHS_5_FACTSHEETS,MEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,107,0.9875,0.82,1.5704,-7.1,0.33,1.215,7.33,0.885,1.5903
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,109,25.0076,23.86,14.5749,-38.04,18.31,30.23,70.82,11.92,0.5828
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,110,34.0355,33.37,17.7859,-79.64,26.3625,40.7375,74.66,14.375,0.5226
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,110,69.2449,72.245,22.1711,-83.38,64.61,76.28,95.72,11.67,0.3202
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,110,80.3382,84.75,24.8992,-94.29,78.5525,89.545,98.61,10.9925,0.3099
NFHS_5_FACTSHEETS,CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_WHO_USUALLY_PARTICIPATE_IN_THREE_HOUSEHOLD_DECISIONS25,109,85.9803,90.98,29.3109,-94.26,87.43,93.88,99.82,6.45,0.3409
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_WHO_WORKED_IN_THE_LAST_12_MONTHS_AND_WERE_PAID_IN_CASH,110,26.5532,25.65,10.8477,-17.18,20.155,34.5075,55.54,14.3525,0.4085
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_OWNING_A_HOUSE_AND_OR_LAND_ALONE_OR_JOINTLY_WITH_OTHERS,110,40.8689,42.07,19.2398,-29.41,25.1825,55.575,74.46,30.3925,0.4708
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_HAVING_A_BANK_OR_SAVINGS_ACCOUNT_THAT_THEY_THEMSELVES_USE,110,77.3281,79.625,22.1035,-84.83,76.03,85.18,96.72,9.15,0.2858
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_HAVING_A_MOBILE_PHONE_THAT_THEY_THEMSELVES_USE,110,63.55,67.8,25.204,-80.98,50.79,79.185,96.93,28.395,0.3966
NFHS_5_FACTSHEETS,WOMEN_AGE_15_24_YEARS_WHO_USE_HYGIENIC_METHODS_OF_PROTECTION_DURING_THEIR_MENSTRUAL_PERIOD26,110,85.0395,88.4,11.5952,53.41,79.5075,93.495,100.0,13.9875,0.1364
NFHS_5_FACTSHEETS,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EVER_EXPERIENCED_SPOUSAL_VIOLENCE27,109,21.1502,22.19,12.2283,-13.13,11.4,30.51,44.54,19.11,0.5782
NFHS_5_FACTSHEETS,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EXPERIENCED_PHYSICAL_VIOLENCE_DURING_ANY_PREGNANCY,109,2.1288,2.1,1.4935,-0.38,1.05,3.13,7.8,2.08,0.7016
NFHS_5_FACTSHEETS,YOUNG_WOMEN_AGE_18_29_YEARS_WHO_EXPERIENCED_SEXUAL_VIOLENCE_BY_AGE_18,106,3.0541,1.62,3.3286,-6.06,0.71,4.875,11.15,4.165,1.0899
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,111,12.3327,7.2,14.2546,-0.01,2.975,15.475,68.52,12.5,1.1558
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,111,36.919,37.99,15.7226,-23.68,26.185,47.475,77.43,21.29,0.4259
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,111,2.6151,0.77,4.5889,-0.01,0.33,2.265,25.86,1.935,1.7548
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,111,23.6959,23.27,12.0084,-31.58,16.525,31.145,54.26,14.62,0.5068
RS_SESSION_262,NOS_OF_OUTBREAKS,65,15.8,2.0,50.2525,1.0,1.0,8.0,356.0,7.0,3.1805
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2017,82,366792.2317,56413.5,1197735.6824,5219.0,25447.25,241058.0,10035803.0,215610.75,3.2654
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2018,82,386144.9756,59292.0,1259968.2059,5478.0,29003.0,255298.75,10557976.0,226295.75,3.2629
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2019,83,394942.4578,56393.0,1303830.1603,1.0,28823.0,243070.5,10930355.0,214247.5,3.3013
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2020,82,100381.4634,14384.0,327254.6141,1636.0,8132.0,51517.25,2744766.0,43385.25,3.2601
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2021,83,55183.1325,6480.0,188506.976,2.0,2373.5,27829.0,1527114.0,25455.5,3.416
TOURISM_STATISTICS,PERCENTAGE_SHARE_2018_17,82,6.622,5.2,19.2506,-57.2,1.175,9.725,137.2,8.55,2.9071
TOURISM_STATISTICS,PERCENTAGE_SHARE_2019_18,82,1.8927,1.75,9.1465,-21.6,-3.2,6.725,26.1,9.925,4.8326
TOURISM_STATISTICS,PERCENTAGE_SHARE_2020_19,82,-73.3305,-73.75,6.0252,-88.3,-77.375,-70.9,-58.5,6.475,-0.0822
TOURISM_STATISTICS,PERCENTAGE_CHANGE_2021_20,82,-51.5683,-59.45,32.8927,-91.5,-73.975,-42.9,82.8,31.075,-0.6378
TOURISM_STATISTICS,PERCENTAGE_CHANGE_2021,82,3.6582,0.425,12.4136,0.03,0.16,1.86,100.0,1.7,3.3934
