dataset_name,column_name,data_type,inferred_type,non_null_count,null_count,null_percentage,unique_values_count
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,float64,Time/Year,110,1,0.9,109
NFHS_5_FACTSHEETS,MEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,float64,Time/Year,110,1,0.9,108
NFHS_5_FACTSHEETS,CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_WHO_USUALLY_PARTICIPATE_IN_THREE_HOUSEHOLD_DECISIONS25,float64,Time/Year,109,2,1.8,107
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_WHO_WORKED_IN_THE_LAST_12_MONTHS_AND_WERE_PAID_IN_CASH,float64,Time/Year,110,1,0.9,109
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_OWNING_A_HOUSE_AND_OR_LAND_ALONE_OR_JOINTLY_WITH_OTHERS,float64,Time/Year,110,1,0.9,108
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_HAVING_A_BANK_OR_SAVINGS_ACCOUNT_THAT_THEY_THEMSELVES_USE,float64,Time/Year,110,1,0.9,106
NFHS_5_FACTSHEETS,WOMEN_AGE_15_49_YEARS_HAVING_A_MOBILE_PHONE_THAT_THEY_THEMSELVES_USE,float64,Time/Year,110,1,0.9,109
NFHS_5_FACTSHEETS,WOMEN_AGE_15_24_YEARS_WHO_USE_HYGIENIC_METHODS_OF_PROTECTION_DURING_THEIR_MENSTRUAL_PERIOD26,float64,Time/Year,110,1,0.9,111
NFHS_5_FACTSHEETS,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EVER_EXPERIENCED_SPOUSAL_VIOLENCE27,float64,Time/Year,109,2,1.8,106
NFHS_5_FACTSHEETS,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EXPERIENCED_PHYSICAL_VIOLENCE_DURING_ANY_PREGNANCY,float64,Time/Year,109,2,1.8,87
NFHS_5_FACTSHEETS,YOUNG_WOMEN_AGE_18_29_YEARS_WHO_EXPERIENCED_SEXUAL_VIOLENCE_BY_AGE_18,float64,Time/Year,106,5,4.5,94
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,float64,Time/Year,111,0,0.0,110
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,float64,Time/Year,111,0,0.0,111
NFHS_5_FACTSHEETS,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,float64,Time/Year,111,0,0.0,82
NFHS_5_FACTSHEETS,MEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,float64,Time/Year,111,0,0.0,109
RS_SESSION_262,SL_NO,int8,Identifier,65,0,0.0,65
RS_SESSION_262,DISEASE_DISEASE_CONDITION,str,Categorical,65,0,0.0,65
RS_SESSION_262,NOS_OF_OUTBREAKS,int16,Geographic,65,0,0.0,21
TOURISM_STATISTICS,REGION,str,Geographic,83,0,0.0,12
TOURISM_STATISTICS,COUNTRY_OF_NATIONALITY,str,Geographic,83,0,0.0,66
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2017,float64,Time/Year,82,1,1.2,83
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2018,float64,Time/Year,82,1,1.2,83
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2019,int32,Time/Year,83,0,0.0,83
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2020,float64,Time/Year,82,1,1.2,83
TOURISM_STATISTICS,NUMBER_OF_ARRIVALS_2021,int32,Time/Year,83,0,0.0,83
TOURISM_STATISTICS,PERCENTAGE_SHARE_2018_17,float64,Time/Year,82,1,1.2,71
TOURISM_STATISTICS,PERCENTAGE_SHARE_2019_18,float64,Time/Year,82,1,1.2,68
TOURISM_STATISTICS,PERCENTAGE_SHARE_2020_19,float64,Time/Year,82,1,1.2,67
TOURISM_STATISTICS,PERCENTAGE_CHANGE_2021_20,float64,Time/Year,82,1,1.2,79
TOURISM_STATISTICS,PERCENTAGE_CHANGE_2021,float64,Time/Year,82,1,1.2,67
